LOCATION,BEDROOMS,BATHROOMS,SIZE_SQM,PRICE_KSH,SATELLITE_TOWN
Ruiru,4,3,137.48246737431504,30165322.0,1
Kitengela,2,2,139.62451308319845,18871739.0,1
Ngong,1,2,129.2789125941975,23004742.0,1
Ruiru,2,4,149.67134952292636,21370755.0,1
Syokimau,1,3,52.16877263802233,24064279.0,1
Karen,3,2,131.84235632637962,48470101.0,0
Syokimau,3,3,126.82546100881665,31575530.0,1
Kileleshwa,1,1,133.90036105170364,48889849.0,0
Westlands,2,2,124.34071303915091,64862608.0,0
Karen,3,2,43.60723356519614,25550723.0,0
Westlands,4,1,40.93201487346158,40030562.0,0
Karen,2,1,20.0,46029756.0,0
Kitengela,5,1,169.05207059071785,35986403.0,1
Parklands,2,2,169.65945058411194,27790650.0,0
Ngong,2,3,170.6130174733272,22123122.0,1
Embakasi,3,4,138.4073977476871,32239544.0,0
Ruiru,2,2,20.0,22373508.0,1
Thika,2,2,58.397370492884036,22499814.0,1
Ruiru,2,4,130.2249250555867,29952460.0,1
Kitengela,3,1,128.13108016750772,29796354.0,1
Syokimau,3,3,106.63510721087873,29948439.0,1
Karen,2,3,142.1350321744948,55721079.0,0
Embakasi,2,1,120.69910246111473,32895228.0,0
Thika,2,3,127.2462279330817,13451296.0,1
Ruiru,2,3,81.65608003007904,32830046.0,1
Ruiru,1,1,178.9206591672954,15904279.0,1
Thika,3,1,94.15370347917695,18982883.0,1
Kileleshwa,2,1,40.161055018762426,35329657.0,0
Kilimani,2,2,73.74005923087628,47294846.0,0
Ruiru,1,2,99.09202851828118,9804989.0,1
Kileleshwa,1,2,179.6401673021308,42243052.0,0
Kileleshwa,4,1,117.46392009391242,50826176.0,0
Kileleshwa,2,4,108.83110686206106,48485527.0,0
Westlands,1,2,45.08019451424235,37651815.0,0
Westlands,2,1,167.12895538977457,48266481.0,0
Embakasi,2,2,80.88287075859685,23711503.0,0
Ruiru,1,2,113.99832846351984,23220842.0,1
Ruiru,2,2,208.81098461291188,24952310.0,1
Athi River,2,1,150.52579986295828,21808577.0,1
Kileleshwa,2,1,22.30475713708954,39252763.0,0
Parklands,2,3,20.0,34894984.0,0
Ngong,2,4,116.14137299284523,27246032.0,1
Kilimani,5,2,47.235563107511695,46781991.0,0
Ruiru,2,2,158.91280485797986,33023146.0,1
Karen,2,2,122.53578389789875,63633769.0,0
Parklands,1,3,129.92308614143178,24760447.0,0
Kitengela,2,2,77.59540910145881,19799626.0,1
Syokimau,3,4,224.48301931720235,33117284.0,1
Kilimani,1,2,290.5556236806276,50796344.0,0
Embakasi,3,2,103.28491657459712,25688699.0,0
Kileleshwa,1,2,141.18235490490005,47957292.0,0
Parklands,2,4,125.84504058385876,54851578.0,0
Syokimau,3,3,104.41878819353587,29790288.0,1
Syokimau,2,1,70.0757719360322,25933991.0,1
Kitengela,2,2,54.901920751171374,26609288.0,1
Kileleshwa,1,2,51.864164068468554,22624379.0,0
Kilimani,3,2,144.31440153294872,46981709.0,0
Kileleshwa,1,3,88.81953130778189,45370091.0,0
Kilimani,4,3,20.0,36597506.0,0
Thika,1,3,146.69149323589934,17987664.0,1
Ruiru,4,4,117.70432305215064,28774647.0,1
Westlands,2,1,200.80038008406876,52396267.0,0
South B,3,3,142.38734382546056,29964512.0,0
Karen,2,3,31.279584221382166,70342797.0,0
Lavington,4,2,20.0,40691732.0,0
Embakasi,1,3,76.83165693972376,19494472.0,0
Kilimani,1,1,82.49355475838084,39864010.0,0
Ruiru,2,3,176.58955206001,35245679.0,1
Thika,1,2,119.4677440626256,22551658.0,1
Athi River,1,1,188.02130988591054,29513664.0,1
Kilimani,4,2,40.510016657841916,35526064.0,0
Ngong,5,2,177.91586306282687,42034762.0,1
Kileleshwa,2,1,163.2593492058552,48011990.0,0
Kileleshwa,4,1,20.0,47172072.0,0
Kitengela,2,2,199.35707047564634,32156469.0,1
Syokimau,2,2,125.60750950598117,32945981.0,1
Syokimau,3,3,143.52267023211033,25319758.0,1
Kilimani,3,4,68.10623325429464,38688488.0,0
Karen,5,2,196.51482077531836,79109821.0,0
Kileleshwa,2,3,48.84886024566781,49122552.0,0
Kilimani,3,2,169.92552110243676,36985300.0,0
Karen,1,3,169.23644855452028,57707012.0,0
South B,1,1,61.549954309666674,27028249.0,0
Rongai,1,2,239.00241596535443,24483994.0,1
Ngong,5,2,133.89170881305114,31914708.0,1
Athi River,3,1,159.23355661626147,34956421.0,1
Kitengela,3,3,28.37275227985465,24988935.0,1
Kilimani,2,3,247.0638001805139,47135495.0,0
Ruiru,2,2,46.52658358649461,25728293.0,1
Ruiru,1,2,181.49318596595583,26517419.0,1
Kileleshwa,2,3,60.313696924098274,41149046.0,0
Thika,2,3,82.86067182913905,28327430.0,1
Kitengela,3,1,167.32524263312683,17458863.0,1
Kilimani,2,2,181.65316282050944,54590009.0,0
Kileleshwa,1,2,43.72294505315388,24701559.0,0
Athi River,1,2,185.42833014341963,33348231.0,1
Westlands,1,1,182.69882970799165,44183790.0,0
Rongai,2,2,63.722795469306455,16026588.0,1
Kitengela,4,3,215.9188556154666,38495398.0,1
Kitengela,3,2,32.58854230511771,24814036.0,1
Syokimau,3,4,82.51364503334307,22105038.0,1
Rongai,2,3,148.74015744551932,19062494.0,1
Ruiru,2,4,68.78602291784361,23522917.0,1
Athi River,1,1,135.82914514076046,18441651.0,1
Kitengela,4,3,134.4645647281977,23413147.0,1
Kileleshwa,3,1,108.77554380463677,42908576.0,0
Karen,1,2,169.94403231543356,44373154.0,0
Ngong,2,2,106.29835244054165,26389171.0,1
Athi River,2,2,133.89246412882835,33352358.0,1
Rongai,3,3,188.78831264927416,28079594.0,1
Rongai,4,3,167.44117260155042,30136619.0,1
Athi River,2,1,167.1610374488525,38400290.0,1
Rongai,2,2,51.04922386699319,15670836.0,1
Athi River,1,2,151.4875545300793,31048273.0,1
Athi River,1,2,67.29007254182972,25333086.0,1
Syokimau,1,3,43.115101213318425,26526795.0,1
Thika,1,2,115.69761922290189,28042170.0,1
Kilimani,3,4,65.74228880090462,45188113.0,0
Karen,3,1,167.43706313039863,51124811.0,0
Karen,1,2,168.87212758171944,66971567.0,0
Westlands,3,2,20.0,55808864.0,0
Rongai,1,1,70.3018476253866,24439684.0,1
Kilimani,2,2,32.412799684920074,39973280.0,0
Ruiru,1,3,92.24224340442656,20658319.0,1
Thika,2,3,147.31054019212945,26336327.0,1
Kilimani,2,2,105.4627141092967,51427785.0,0
Ngong,2,2,84.61444555997187,27990008.0,1
Rongai,2,1,198.01059160878836,25502891.0,1
Kitengela,5,1,20.0,27108401.0,1
Westlands,1,2,194.2123136110935,37805947.0,0
Kileleshwa,1,1,87.34270241067085,45326582.0,0
Syokimau,1,3,115.31345939323263,22150846.0,1
Embakasi,3,3,88.3581997367935,33459498.0,0
Syokimau,1,4,212.5732863323471,23973401.0,1
Kileleshwa,3,2,46.14129019168443,46812309.0,0
Syokimau,2,4,120.70418218331615,29839752.0,1
Kitengela,2,2,151.6463191115998,23271984.0,1
Thika,2,2,23.339833926889952,21817236.0,1
Kilimani,1,4,64.80610977323079,35048074.0,0
Thika,1,2,111.10928799010625,25361821.0,1
Kitengela,2,1,66.80009791893752,22060452.0,1
South B,2,3,71.064493726851,20692307.0,0
Ruiru,1,4,99.00824021541375,19646315.0,1
Syokimau,1,3,158.97487989877038,25999792.0,1
Parklands,5,2,99.43693338731134,54093749.0,0
Kilimani,1,2,184.7055716683768,53978089.0,0
Parklands,3,4,60.13453304043871,49687871.0,0
Athi River,3,1,44.88466437159285,30266366.0,1
Westlands,2,2,235.58072434326806,48920409.0,0
Ruiru,1,1,80.52251234006931,22639252.0,1
Athi River,1,2,41.34527957567042,17957739.0,1
Westlands,3,2,20.0,39389253.0,0
Syokimau,3,1,184.50620722853634,20672613.0,1
Ruiru,3,1,99.52172912039644,27395044.0,1
Syokimau,4,2,104.7774158960161,22464060.0,1
Westlands,3,1,110.44789730480163,49680522.0,0
Karen,1,1,180.77657308018686,79040315.0,0
South B,1,3,109.22820996144478,28705532.0,0
South B,3,2,260.6432267299576,44188993.0,0
Thika,1,2,128.02563444325375,27053963.0,1
Kilimani,1,4,183.70708601749925,48246395.0,0
Thika,3,1,168.3143914742644,29548700.0,1
Westlands,2,2,117.81316078451773,45347039.0,0
Westlands,4,2,84.78174083877221,47909219.0,0
Ruiru,3,3,139.9178357139932,23832618.0,1
Kitengela,1,4,150.6059238724364,30434856.0,1
Thika,4,4,85.64483711240837,16476479.0,1
Athi River,2,3,129.98033195703934,30451376.0,1
Ruiru,2,1,194.17229869557576,22087488.0,1
Kileleshwa,2,1,244.1968643441807,56298750.0,0
Embakasi,1,2,171.2621592209653,27935737.0,0
Ruiru,2,1,231.76558118281693,24559382.0,1
Kitengela,1,3,82.23754732761265,25231683.0,1
Kilimani,2,2,162.11293512355763,54669932.0,0
Ngong,2,1,200.31117051487632,26473339.0,1
Athi River,3,3,66.22000002168025,27242691.0,1
Kileleshwa,3,1,90.86459327729945,22285780.0,0
Kilimani,1,2,224.274285710115,35111603.0,0
Athi River,2,2,61.494068652783604,27780612.0,1
Athi River,2,2,39.53219804065736,20038245.0,1
Kileleshwa,1,2,211.67889441837067,27665202.0,0
South B,3,1,191.80579349882632,33626513.0,0
Kilimani,3,2,145.92721463902618,38154004.0,0
Ruiru,1,3,117.25735472125035,24521014.0,1
Parklands,2,4,93.68852966370108,34890118.0,0
Ruiru,1,2,136.91693242854308,27288668.0,1
Syokimau,3,2,214.788417444093,33763725.0,1
Ruiru,1,3,134.31396756852456,33345001.0,1
Kileleshwa,5,4,250.01755603481794,56416257.0,0
Embakasi,3,1,66.12348086158617,30351393.0,0
Ruiru,2,2,118.81915474030384,33219047.0,1
Karen,2,3,97.61647994016506,48769141.0,0
Kileleshwa,4,2,54.89150741026003,30461643.0,0
Kileleshwa,2,1,110.81497601942067,50327044.0,0
Westlands,1,2,145.03975809962637,50076498.0,0
Athi River,2,1,151.4538107971218,27313277.0,1
Ruiru,3,2,250.22713073667336,30576608.0,1
Rongai,3,2,147.86804818341358,23575534.0,1
Kitengela,3,3,189.00820822077696,36191691.0,1
South B,4,2,123.96565477793855,44523783.0,0
Kilimani,4,1,220.68333602715572,60191286.0,0
Rongai,4,1,263.9069571352842,39618467.0,1
Thika,1,3,151.865107858557,26835210.0,1
Thika,2,1,60.44045907290512,21574997.0,1
Rongai,3,2,87.07169863336989,23016898.0,1
Thika,3,1,136.91605819230972,32723193.0,1
Syokimau,3,3,147.38988211503874,28562179.0,1
Kilimani,1,2,161.9055080630623,47895140.0,0
Westlands,3,2,147.61186087380247,43538058.0,0
Lavington,3,2,120.41909497535632,42122991.0,0
Syokimau,1,3,81.82809352787228,23429930.0,1
Ngong,2,2,144.06829567585376,21990228.0,1
Kitengela,1,3,231.29924144883938,34862439.0,1
Kilimani,2,3,181.19571632566527,34372145.0,0
Kilimani,1,4,152.0822369781719,44979398.0,0
Athi River,2,2,181.77401542936508,28833096.0,1
Ruiru,2,4,97.73615826594886,16511643.0,1
Kileleshwa,3,1,89.50409123500077,37360996.0,0
Kitengela,3,2,75.13289373804108,26548267.0,1
Westlands,3,3,112.48280263383373,54422064.0,0
Syokimau,1,1,94.67964619745518,24202885.0,1
Kileleshwa,1,1,192.49648443912835,48962961.0,0
Ngong,4,2,91.48059493906867,25993035.0,1
Ruiru,1,2,71.83669702650502,23154889.0,1
Kitengela,5,2,236.5546307298379,38156134.0,1
Westlands,3,3,92.91748613511939,58257515.0,0
Westlands,2,3,129.21170743502105,42776303.0,0
Ruiru,5,2,147.07936948460468,29655162.0,1
Kitengela,1,1,51.798412864751086,18268525.0,1
Syokimau,2,4,194.12902617018415,29599889.0,1
Kileleshwa,3,1,158.22714242467364,57079556.0,0
Athi River,2,1,213.50304071284688,33074294.0,1
Rongai,4,1,79.24668376691397,19315406.0,1
Thika,1,2,125.9475475485696,20059654.0,1
Westlands,2,1,122.36134529965172,52779988.0,0
Kitengela,2,1,135.8333096610013,21934294.0,1
Kilimani,3,2,32.72311508537034,35168615.0,0
Kileleshwa,2,1,126.65018272153334,52450620.0,0
Embakasi,2,2,34.41216531457529,21688004.0,0
Kilimani,3,3,141.50004427181528,55467724.0,0
Kitengela,1,3,20.0,24395760.0,1
Syokimau,3,1,20.0,20906035.0,1
Athi River,2,1,169.1129229863999,22568746.0,1
Kitengela,3,4,87.18969268831304,24431357.0,1
Westlands,3,1,60.72851558206555,37186531.0,0
Ruiru,1,3,196.2507372645329,30022098.0,1
Kitengela,2,1,139.65757303970489,25873062.0,1
Kilimani,4,4,172.32541173202702,53194397.0,0
Ruiru,2,2,110.02547566075017,33905429.0,1
Westlands,5,2,280.77772163400016,71600309.0,0
Westlands,2,3,83.7291683664123,51803556.0,0
Ruiru,1,2,224.6697329615933,18648782.0,1
Kilimani,2,2,116.31803759400523,47701285.0,0
Kitengela,5,2,20.729376305235235,34334434.0,1
Athi River,2,3,148.97092474488653,10523757.0,1
Ngong,4,1,138.88575368730983,32935025.0,1
Kileleshwa,4,1,56.92069114564622,39544201.0,0
Kilimani,2,2,64.66684337191711,34225364.0,0
Kilimani,1,1,118.51814141490047,49223628.0,0
Syokimau,3,2,140.9848689148789,40995287.0,1
Athi River,2,1,20.0,23100922.0,1
Westlands,3,2,183.18728715142817,49675779.0,0
Parklands,2,1,90.33012157110136,30437367.0,0
Westlands,2,2,40.09515093610942,46306543.0,0
Kitengela,3,1,176.46399308711585,35618657.0,1
Athi River,2,1,118.58292123489262,22999365.0,1
Karen,2,1,192.96994660693525,54300468.0,0
Athi River,2,4,146.27713577878532,41165398.0,1
Ngong,2,1,119.90912982311724,30387736.0,1
Ruiru,2,3,110.83620330119064,32647109.0,1
Ngong,3,1,148.96276563336826,19785683.0,1
Kilimani,2,1,95.18812447144019,36711612.0,0
Karen,2,2,68.84564467521002,52210641.0,0
Kitengela,3,2,156.59454735927864,23457109.0,1
Ngong,2,4,111.33072951333423,32429780.0,1
Kitengela,2,4,122.01405888414037,33462731.0,1
Syokimau,4,3,185.36279016927648,30611418.0,1
Kitengela,3,2,113.16740353585554,36848034.0,1
Thika,2,2,120.90203553250743,24024653.0,1
Kilimani,3,2,84.02102931294408,66332862.0,0
Westlands,1,4,145.84439603891104,50204131.0,0
Kileleshwa,3,2,140.9896747608053,48568063.0,0
Kilimani,2,2,174.04650790743347,59778074.0,0
Karen,2,1,85.25226977958744,65617105.0,0
Kileleshwa,2,1,92.53098182458885,43674258.0,0
South B,1,4,167.52824394872817,33891918.0,0
Ruiru,1,2,135.1327802017718,28956518.0,1
Kilimani,5,2,65.62691242843832,38308143.0,0
Ngong,2,1,198.39324406407005,29799593.0,1
Athi River,2,3,20.0,15562769.0,1
Kitengela,1,1,167.0570851958251,17288503.0,1
Kitengela,1,3,44.0872778401082,20913174.0,1
Athi River,3,1,233.14731098913163,40275671.0,1
Kileleshwa,2,3,27.324016385662603,43099800.0,0
Embakasi,2,3,189.1350391123649,31925030.0,0
South B,1,1,115.10193839932536,43524961.0,0
Athi River,3,2,98.00384580967535,22509338.0,1
Kilimani,1,2,131.12379938806566,26541276.0,0
Athi River,1,1,157.91402034946879,14312502.0,1
Westlands,2,3,65.73596986014783,35352089.0,0
Westlands,2,2,71.05273648988566,54155843.0,0
Kileleshwa,1,2,158.97629190677316,36186450.0,0
Kitengela,3,1,20.0,24574313.0,1
Rongai,3,2,84.94625440847489,31566273.0,1
Thika,3,3,302.4412172495664,27004536.0,1
Thika,2,2,61.91922212464315,23114843.0,1
Ruiru,1,4,188.86816750558518,32063294.0,1
Ruiru,2,4,84.84295387717127,20896772.0,1
Ruiru,5,1,150.54270868782862,41972276.0,1
Embakasi,2,1,159.26134143577303,29181408.0,0
Westlands,3,3,187.73740411097685,49751020.0,0
Rongai,1,2,107.98477039123345,31147782.0,1
Syokimau,2,1,239.33307832529118,37517981.0,1
Ruiru,1,1,84.63980612488918,28123787.0,1
Thika,2,2,134.0532248159736,31396553.0,1
Kitengela,4,3,134.71661593305646,25867353.0,1
Karen,5,1,52.681912803035075,68915646.0,0
Lavington,2,1,102.84766470125277,41510665.0,0
Ruiru,2,4,129.69080995430443,24490795.0,1
Kileleshwa,4,3,94.07273741223482,40380559.0,0
Syokimau,3,2,266.4554379273921,32241541.0,1
Lavington,1,3,69.68257958402816,50052064.0,0
Kileleshwa,2,2,190.76546808842568,46918493.0,0
Syokimau,1,3,171.3875887889272,26213461.0,1
Syokimau,2,2,119.16827192974372,31730031.0,1
Thika,2,1,68.0874567688652,20226351.0,1
Kilimani,2,3,73.90468077649379,38959439.0,0
Athi River,2,2,88.92196204700942,23674387.0,1
Lavington,1,4,20.0,44254028.0,0
Kilimani,2,2,59.79207445204257,44185543.0,0
Kileleshwa,3,4,31.05140907818145,35288057.0,0
South B,3,4,200.752500190663,46236178.0,0
Kilimani,2,1,157.1077435432931,43815793.0,0
Rongai,4,3,167.15844593192762,25512125.0,1
Kitengela,4,2,155.32991709251687,21733319.0,1
Kileleshwa,1,4,130.0180574000498,47866508.0,0
Karen,1,2,207.64081992774823,57022995.0,0
Ruiru,3,3,83.35424065609575,27792408.0,1
Kitengela,3,2,126.4001793220227,33638858.0,1
Ruiru,5,1,164.8235296694474,30519526.0,1
Syokimau,4,1,40.72744608863226,19604618.0,1
Kilimani,3,2,305.79533376855295,55554420.0,0
Ruiru,2,3,121.71394576665517,28753967.0,1
South B,1,2,128.51936703453558,31195056.0,0
Kileleshwa,1,2,195.4126819004953,56024545.0,0
Athi River,2,1,174.89731998061342,13949194.0,1
Ruiru,3,2,122.28468116378755,35024146.0,1
Thika,2,1,127.80776628588252,28249697.0,1
Kilimani,3,3,29.751088143121265,44731937.0,0
South B,2,4,86.61205332900143,10760261.0,0
Kitengela,2,2,151.0326129695376,34626276.0,1
Kileleshwa,1,1,146.6335703425732,32449472.0,0
Westlands,2,1,193.26994500024523,47316130.0,0
Kilimani,3,2,112.76993650660052,43598437.0,0
Kitengela,3,2,36.76280919414802,25239816.0,1
Ruiru,5,3,183.40382584654068,39104009.0,1
Rongai,2,1,206.16536077092096,33363221.0,1
Ruiru,2,3,173.89467437137375,34540044.0,1
Kileleshwa,2,2,110.18197974855052,42558269.0,0
Syokimau,2,2,182.66316311259476,33722955.0,1
Athi River,4,2,325.73462868049285,29934452.0,1
Kilimani,3,1,126.90913886642853,38959223.0,0
Kilimani,4,2,41.29579846529252,50777351.0,0
Westlands,1,3,84.82289702687089,53400128.0,0
Thika,4,2,157.52856001824307,33056576.0,1
Athi River,1,3,23.71174134611624,16763151.0,1
Kitengela,4,2,130.16418449472417,34881607.0,1
Rongai,2,1,142.82019901895296,19302038.0,1
Ngong,2,2,212.10730438875913,35984491.0,1
Syokimau,2,2,198.61169136325802,30264633.0,1
Rongai,4,2,171.87508750510625,39561939.0,1
Kileleshwa,1,1,20.0,24002049.0,0
Kilimani,2,2,175.26318768287553,63255628.0,0
Kileleshwa,4,1,162.33080316361477,42782643.0,0
Westlands,2,1,135.3566626247008,45990661.0,0
Kitengela,1,2,20.0,20259871.0,1
Parklands,2,2,73.39356544877637,31557346.0,0
Westlands,2,4,49.99063382795602,44841344.0,0
Kilimani,4,2,20.0,35803939.0,0
Kitengela,3,3,119.82509091511233,23636631.0,1
Parklands,2,2,72.13067271343323,40171175.0,0
Ruiru,5,3,277.5183348161347,32275923.0,1
Kitengela,2,1,109.87368363372542,21576863.0,1
Westlands,1,4,197.6251893519576,37274110.0,0
Kilimani,2,2,25.854058518406518,35332543.0,0
Embakasi,2,3,88.19462483970781,34599863.0,0
South B,1,2,125.81387256205888,27242943.0,0
Westlands,4,1,65.51076308353979,42065213.0,0
South B,3,2,94.66795891171535,35561119.0,0
Syokimau,2,1,106.92294562538768,25318176.0,1
Rongai,2,2,105.96552087330633,33680707.0,1
Kitengela,3,1,231.30711438212077,31990546.0,1
Kitengela,4,2,142.6935771258906,32155018.0,1
Kitengela,4,4,148.7706337764782,36183918.0,1
Athi River,2,2,152.37928646070424,31541225.0,1
Kilimani,3,3,156.75758264022676,49546546.0,0
Westlands,2,2,115.02678096750807,47180302.0,0
Ruiru,2,2,100.75521771126922,36577995.0,1
Athi River,1,4,130.00896357109664,23521589.0,1
Kileleshwa,1,3,189.40823693480837,39174490.0,0
Athi River,2,3,187.57429130618303,24713041.0,1
South B,2,1,105.57609145869533,21785615.0,0
Kilimani,1,2,166.07062168008667,52165788.0,0
Athi River,3,1,108.32492021761993,13745622.0,1
Ruiru,1,2,122.03223296611465,25572308.0,1
Rongai,2,2,91.58859710674815,21654302.0,1
Kilimani,2,3,109.101291665626,62922631.0,0
Athi River,5,3,200.4798041729808,21243138.0,1
Rongai,2,2,125.54526884035418,19901999.0,1
Parklands,1,1,128.11695051313907,36874077.0,0
Athi River,2,3,33.1669332445225,19842220.0,1
Kitengela,3,1,101.44536554203623,23651739.0,1
Syokimau,5,2,105.52110577531627,31261360.0,1
Rongai,2,1,70.25139087339569,16093283.0,1
Syokimau,2,2,121.29992470221381,30069919.0,1
Westlands,4,4,94.24906258634074,27166809.0,0
Parklands,1,1,124.79975131461492,37545480.0,0
Athi River,3,2,127.29018058913607,23638851.0,1
Athi River,2,2,62.65473853064134,26631383.0,1
Kileleshwa,1,4,96.07789305100863,51750944.0,0
Athi River,2,3,124.64245696565001,23561493.0,1
Ruiru,2,1,191.05796586940352,39051039.0,1
Athi River,3,1,135.40315036774444,25546049.0,1
Kilimani,4,2,80.28388920495433,36316313.0,0
Athi River,2,2,143.94028555463115,35344506.0,1
Embakasi,3,2,222.45293335930563,39332933.0,0
Westlands,1,1,175.0023883553411,50294726.0,0
South B,2,1,152.85159182613722,40541135.0,0
Ruiru,1,2,163.53541052893928,29194647.0,1
Karen,4,1,206.39724248571784,60470957.0,0
Ngong,3,3,184.5376076410596,21840726.0,1
Kitengela,3,1,154.00562286705946,27620331.0,1
Thika,3,1,184.1185331754051,32284151.0,1
Karen,3,4,55.10093422415635,50971961.0,0
Ruiru,5,2,29.86408485958313,31864536.0,1
Ruiru,3,3,129.42591903862981,31194292.0,1
Athi River,4,1,124.1208425790323,23252292.0,1
Ngong,2,2,87.36539678920454,17202916.0,1
Thika,1,3,169.55116018966257,24192370.0,1
Ngong,2,2,20.0,17903086.0,1
Ruiru,1,3,87.91366463653178,25503011.0,1
Ngong,2,2,90.90266730734311,20163403.0,1
Kilimani,2,2,21.82189289403243,34279822.0,0
Kitengela,3,2,209.68386043615823,38720510.0,1
Westlands,1,2,38.44792388020062,44709461.0,0
Ruiru,1,1,84.69959656153884,20399137.0,1
Ruiru,2,2,174.47878546830805,29828816.0,1
Ruiru,5,2,158.7627206057239,42659780.0,1
Athi River,2,2,53.5095182109152,22949069.0,1
Ruiru,2,3,160.9493525556382,32492211.0,1
Ruiru,3,2,137.3870687194933,24950825.0,1
Kileleshwa,3,4,259.98213372668806,59660475.0,0
Ruiru,2,1,144.23642496409826,41291398.0,1
Kileleshwa,2,2,111.5254907358881,34153312.0,0
Westlands,1,3,68.60988257283464,34309878.0,0
Syokimau,5,2,75.34539798266573,31329906.0,1
Athi River,1,2,70.45385427191052,24703787.0,1
Syokimau,2,1,202.26592883471534,31526331.0,1
Kitengela,1,2,121.07819490098824,19381842.0,1
Ruiru,1,1,153.9148274384838,26605136.0,1
Rongai,3,4,210.85485599885322,33636409.0,1
Kitengela,1,2,20.0,17912575.0,1
Kitengela,1,3,196.73242588202248,31778132.0,1
Westlands,2,2,123.32381470700005,60619069.0,0
Ruiru,1,2,146.10290229842667,28093028.0,1
Ruiru,1,2,70.29580669510493,22886147.0,1
Ruiru,3,3,74.6925360930889,30586132.0,1
Syokimau,3,3,149.33075338877927,25664441.0,1
Kitengela,4,1,263.07586801988816,29250516.0,1
Syokimau,4,2,180.19879876889408,32196718.0,1
Thika,3,2,195.93137528511244,26414492.0,1
Ngong,1,1,108.4799237843148,19240834.0,1
Athi River,3,2,83.9877465248623,33741677.0,1
South B,3,3,73.1517029052604,47561195.0,0
Westlands,3,2,90.70357651819872,45566380.0,0
Kilimani,2,3,20.0,39715407.0,0
Westlands,1,2,76.50483942650388,43622437.0,0
Syokimau,3,2,86.37881063640941,33980831.0,1
Karen,3,1,109.47850953630953,69329217.0,0
Kileleshwa,5,3,127.90500658483751,29581656.0,0
Lavington,1,3,141.74705211753664,51022569.0,0
Westlands,1,2,119.10447765342239,35052124.0,0
Parklands,1,1,85.11341481943458,48329310.0,0
Ruiru,3,1,20.0,25569165.0,1
Kilimani,1,1,85.4814834958924,34059811.0,0
Kitengela,1,2,61.652961738779695,20540977.0,1
Kileleshwa,5,3,147.96400489671623,44187697.0,0
Kileleshwa,1,1,174.55724380162164,46662741.0,0
Ruiru,3,3,176.31426402359637,37841360.0,1
Ngong,2,2,165.4171641676692,21008338.0,1
Kitengela,3,2,111.98845587285071,37065259.0,1
Ruiru,2,4,88.68266607144619,33602000.0,1
Syokimau,4,1,75.17383477997603,23724059.0,1
Athi River,4,4,29.55006500389497,23819344.0,1
Kileleshwa,1,1,179.51122203047146,57009071.0,0
Ruiru,1,2,109.51733772420154,31134508.0,1
Kilimani,2,3,45.219582382747575,37549458.0,0
Kilimani,3,4,70.41051745738592,50027191.0,0
Athi River,4,2,67.98159261404686,40624295.0,1
Kilimani,2,2,122.58146910090761,45057195.0,0
Kitengela,3,3,184.04807106424116,26817639.0,1
Athi River,1,3,99.12062702426502,23230404.0,1
Kilimani,3,1,20.0,42497071.0,0
Kitengela,5,3,108.6491798904648,26792324.0,1
Kileleshwa,2,2,110.62836599416826,44111356.0,0
South B,2,2,106.5047861438687,24964596.0,0
Kitengela,1,2,82.3523300114579,19607058.0,1
Ngong,2,2,133.04634484355054,29542464.0,1
Kitengela,2,4,123.9684669089401,17003453.0,1
Westlands,1,2,118.51018115240117,55992145.0,0
Syokimau,2,4,144.75848168657794,17472692.0,1
South B,2,1,94.21003061112879,21384002.0,0
Syokimau,2,3,90.8048598179608,23891639.0,1
Ngong,2,3,202.807397375124,30812233.0,1
Karen,1,2,153.56132458292615,68538110.0,0
Kileleshwa,3,2,169.61676365656797,45499222.0,0
Kileleshwa,3,2,193.5662751200441,43901227.0,0
Syokimau,2,3,151.556650837488,33006383.0,1
Ruiru,1,3,175.70332074817026,23358462.0,1
Rongai,3,1,25.239290275784384,21340871.0,1
Lavington,5,3,132.24923231976163,39611242.0,0
Ruiru,1,2,109.03689229114035,25364001.0,1
Kileleshwa,2,1,220.66104545398855,44837699.0,0
Ngong,1,3,175.658731908198,22055232.0,1
Kileleshwa,2,2,82.17328855240922,40399568.0,0
Rongai,1,3,142.36764951175235,24367319.0,1
Ruiru,2,1,130.0608800069544,33968756.0,1
Athi River,3,1,147.25988598913372,18915443.0,1
Kilimani,2,2,58.86945183752089,40320731.0,0
Syokimau,2,1,141.6009879142935,24658355.0,1
Kitengela,2,3,106.31091904270593,29719246.0,1
Syokimau,2,1,136.94698584333602,33197022.0,1
Kilimani,1,2,76.53689009266981,44423082.0,0
Thika,1,1,84.89620971620403,17824632.0,1
Rongai,4,1,190.43052122200214,35926708.0,1
Kileleshwa,1,3,56.90714649959034,25222726.0,0
Kilimani,3,1,61.33473593747709,27793434.0,0
Westlands,4,2,116.90512456706531,38615684.0,0
Syokimau,2,4,73.68657748884272,25512373.0,1
Syokimau,2,2,66.89828206423208,28767310.0,1
Kitengela,2,3,126.3045582724977,10652233.0,1
Kileleshwa,4,1,29.696048585777717,49930450.0,0
Ruiru,4,1,59.522265905181726,27683492.0,1
Syokimau,3,3,243.2457349754186,24480217.0,1
Kitengela,1,3,147.56850353814053,26400894.0,1
Embakasi,3,2,75.20619886380533,34435331.0,0
Kilimani,2,2,145.0929046959718,50680143.0,0
Athi River,2,2,154.03982861919778,32571479.0,1
